review,sentiment_label,confidence
在那个时那个路口的是嗯十字路口，转弯角非常方便，有时候我们带孩子电瓶车过来直接买就可以了，他主要是性价比高，里面很多小吃很便宜的，有比大超市还便宜，特别满意，很不错的。很满意的特别好很满意的开心开心不错不错的,positive (stars 4 and 5),0.9937
这家店非常的大，在莘庄这边货十字路口这里非常的醒目，然后店面的种类很多的品质呢，也都很不错，比较喜欢里面的也是肉类，还有泡面，还有辣条，性价比都是非常的不错的，基本上一个月会挂个一两次吧，有时候一次会买挺多的，然后能吃一段时间,positive (stars 4 and 5),0.9937
万达外街上，黄色招牌很抢眼。店里零食种类很丰富，价格确实比超市便宜，很多零食都可以散称。饮料也有很多小包装的，真的很适合胃口小又馋的朋友了。甜的咸的辣的都有，种类很丰富，一个都能称。100块可以买一大包,positive (stars 4 and 5),0.9938
开在万达外面，每次孩子上学或者去万达玩都能够经过，地理位置超方便。店里的零食种类特别齐全，从网红款到经典款都有，关键是总体性价比比较高，单价普遍比超市便宜。经常顺手带几包玉米肠和小饼干，孩子爱吃，我也觉得划算。,positive (stars 4 and 5),0.9937
在这一家位于上海市闵行区颛桥镇万达广场外侧的零食很忙。是一家零食铺子。这家零食铺子是全国连锁品牌。进店后零嘴的东西是琳琅满目，有牛奶饮品类的。有干点面包类，有瓜子类的，糖果类的等等品种是非常的丰富。而且价格也是非常的亲民，我觉得这种铺子在这里是有生存空间的，而且给老百姓的感觉非常好，生意也非常的兴,positive (stars 4 and 5),0.9912
店员沟通态度不好。我买的肠需要剪刀。她随便找了一下，就说没有剪刀，，她告诉我说手可以直接撕开，我说真的撕不开，让她撕给我看，但她也确实没撕开，然后她就挥手开始赶人了还挥了好几次。服务体验最差劲的一次。,"negative (stars 1, 2 and 3)",0.978
零食好多，都是可以称重的，价格还可以吧。,positive (stars 4 and 5),0.9851
"还行吧！昨晚去的！零食不是很多！
但街边都是小吃，倒也可以去看看",positive (stars 4 and 5),0.9331
店员沟通态度不好。我买的肠需要剪刀。她随便找了一下，就说没有剪刀，，她告诉我说手可以直接撕开，我说真的撕不开，让她撕给我看，但她也确实没撕开，然后她就挥手开始赶人了还挥了好几次。服务体验最差劲的一次。,"negative (stars 1, 2 and 3)",0.978
零食好多，都是可以称重的，价格还可以吧。,positive (stars 4 and 5),0.9851
"还行吧！昨晚去的！零食不是很多！
但街边都是小吃，倒也可以去看看",positive (stars 4 and 5),0.9331
"开在万达的2号门旁边，不管什么时候去里面的人都是很多的，很热闹，尤其是晚上更是感觉灯火通明……
里面的零食、饮料品种很多，而且价格也不贵，看看这个不错，那个瞧瞧也蛮便宜，一不小心就会拿多了，好几次想想还要去逛商场只好再放回几件……似有不甘[尴尬]",positive (stars 4 and 5),0.9895
"小朋友很喜欢。
店内零食很多，干净整洁，零食摆放整齐，一目了然。
会员日还有8.5折哦。千万不要错过。
每次来孩子都会买一堆。",positive (stars 4 and 5),0.9938
店员沟通态度不好。我买的肠需要剪刀。她随便找了一下，就说没有剪刀，，她告诉我说手可以直接撕开，我说真的撕不开，让她撕给我看，但她也确实没撕开，然后她就挥手开始赶人了还挥了好几次。服务体验最差劲的一次。,"negative (stars 1, 2 and 3)",0.978
"前段时间去江桥那边逛商场，路过了这家店，就进去买了瓶水，价格还是很实惠的

环境：装修很大气，店里摆放整齐，所有东西都一应俱全，几乎什么都有，零食，饮料，数不胜数

服务：收银小哥哥很热情，排队买单的时候还会跟顾客调侃，开玩笑，不错呢

性价比：价格比外面超市便宜很多，价格很实惠",positive (stars 4 and 5),0.9937
"环境：还行吧，就是没有开空调，有点冷呀，进去不暖和，可能我比较怕冷吧。

性价比：总体来说还可以，不是很贵，价格还能接受哦

口味：喜欢吃里面的腰果，瓜子，还有一种泡椒笋，很好吃。还有好多好多零食",positive (stars 4 and 5),0.9742
零食好多，都是可以称重的，价格还可以吧。,positive (stars 4 and 5),0.9851
"还行吧！昨晚去的！零食不是很多！
但街边都是小吃，倒也可以去看看",positive (stars 4 and 5),0.9331
零食还蛮多的，这里竞争也大大，加油吧,positive (stars 4 and 5),0.9934
恶心人，我发现他们家的收银员态度特别不好，是因为觉得比店里别人高人一等？不知道哪来的优越感，一副爱买不买的样子，积分拿给他了，就说让自己弄，自己弄，自己弄，我要会弄，我还问他干嘛。跟有病似的，买个东西,"negative (stars 1, 2 and 3)",0.9609
避雷！避雷！！避雷江桥 零食很忙 万达店！！！双十二下午2点后到店，咨询门店双十二活动，女收银员一副“爱买不买”的样子，态度恶劣到让人不适。品牌明明有全国统一的优惠活动，员工却拒绝回应，太影响品牌口碑，恳请平台和品牌重视并整改！,"negative (stars 1, 2 and 3)",0.9767
万达2号门边上的一家零食店，买点吃的[微笑],positive (stars 4 and 5),0.9427
和胖马驹吃完火锅正好看到 胖娃吵着要进去买好吃的 各种打散的零食 很划算 一样的价格吃到了很多品种 满足了既要又要的贪婪心 在消费降级的年代里 还是很讨喜的模式 采购好一大袋才三十几 比网上买整包的划算多了 胖马驹付好钱满意的露出了微笑[愉快],positive (stars 4 and 5),0.9936
"环境：在万达金街上，不在里面
种类挺齐全的，什么都有",positive (stars 4 and 5),0.9814
对一个零食爱好者来说踏进零食很忙的江桥万达广场的门店被真真正正的玲瑯满目的零食所振憾、我喜欢的、爱的、在这家店应有尽有、果冻、松子、地瓜干、薯片，蔓梅干、焦糖饼干、等等等、我买了、我吃了、店铺很干净、价格也亲民、吃完再来,positive (stars 4 and 5),0.9887
"这家零食很忙开在东书房路225号一层1011室，地处世博家园社区临街商铺，周边居民区密集、生活配套成熟。
周董做的代言，边在店里选购零食边听着爱在西元前仿佛又穿越回了学生时代~~~
零食很忙连锁社区店，主打平价休闲零食、饮料、速食，采用厂家直供降低中间成本，会员日常有折扣福利。
商品品类比较齐全，",positive (stars 4 and 5),0.9891
离家很近，交通非常方便，店里灯光很明亮非常整齐，店里的零食种类真的很多，陈列摆放也是非常的整洁，价格都是明码实价，会有一些活动，希望店里的员工在给顾客买单的时候可以说一下活动，尤其是比较空闲的时候，能再有一点优惠活动就最好了，店里音乐也很好听，周杰伦代言的零食品牌真的很不错，多次购买了,positive (stars 4 and 5),0.9937
家门口的零食超市买了点东西回去吃挺方便的,positive (stars 4 and 5),0.9888
"这家零食很忙开在东书房路225号一层1011室，地处世博家园社区临街商铺，周边居民区密集、生活配套成熟。
周董做的代言，边在店里选购零食边听着爱在西元前仿佛又穿越回了学生时代~~~
零食很忙连锁社区店，主打平价休闲零食、饮料、速食，采用厂家直供降低中间成本，会员日常有折扣福利。
商品品类比较齐全，",positive (stars 4 and 5),0.9891
离家很近，交通非常方便，店里灯光很明亮非常整齐，店里的零食种类真的很多，陈列摆放也是非常的整洁，价格都是明码实价，会有一些活动，希望店里的员工在给顾客买单的时候可以说一下活动，尤其是比较空闲的时候，能再有一点优惠活动就最好了，店里音乐也很好听，周杰伦代言的零食品牌真的很不错，多次购买了,positive (stars 4 and 5),0.9937
家门口的零食超市买了点东西回去吃挺方便的,positive (stars 4 and 5),0.9888
在逛金地广场外围的时候看见的零食很忙，里面干净整洁，商品琳琅满目，散称的商品也多，物品摆放整齐一目了然，分区醒目，直蹦饮料区，零食也很诱人，挑挑拣拣总有你喜欢的款式购买，老少皆宜的零食店，小孩自己挑也起劲,positive (stars 4 and 5),0.9916
第一次路过这家店门口就被名字给吸引了，零食好忙，哈哈！店内装修跟便利店一样，服务员态度很好哦。在里面逛了逛，发现瓜子都是小袋包装，我很喜欢这种小包装 各个品种都买了一包，看看有没有喜欢吃的，下次可以针对性的买了。今天吃了2小包啦！,positive (stars 4 and 5),0.9937
味道好极了，味道好极了，特别的香，特别的好吃店员小姐姐非常的可爱给我弟了，篮子买了很多很多好吃的，还特意关心我还给我吸管对然后还贴心地给我小票，然后买了有很多很多好吃的很多很多很多，下次这个店我还会光临的,positive (stars 4 and 5),0.9937
九亭中心旁边现在很热闹，开了很多的店铺，零食很忙就开在这里，无意中碰到的。进店很开心，各种各样的小零食摆在食品架上，很吸引人的购买欲望。浏览一下，果浦类，糖果类，豆干类，点心类、饮料类等几大类吧，品种琳琳满目，服务员服务不错，买了一些已品尝，质量满意！,positive (stars 4 and 5),0.9937
九亭金地广场旁也开了一家零食很忙，店里好热闹，各种丰富的小零食放满货架，老人青年儿童都有各自的小零，真的好让人开心，有我喜欢的豆干，话梅，品质好，口味好，价格实惠，环境干净，这里买东西心情舒畅，钱包做贡献，开心就好!,positive (stars 4 and 5),0.9937
服务态度很糟糕，不会说人话。让我去别的地方结账可以，好好说。别特码像训人一样很糟糕的语气让我一边去。真是找的什么素质的服务员。没让你们上帝般服务吧。牛气得很。,"negative (stars 1, 2 and 3)",0.9941
第一次路过这家店门口就被名字给吸引了，零食好忙，哈哈！店内装修跟便利店一样，服务员态度很好哦。在里面逛了逛，发现瓜子都是小袋包装，我很喜欢这种小包装 各个品种都买了一包，看看有没有喜欢吃的，下次可以针对性的买了。今天吃了2小包啦！,positive (stars 4 and 5),0.9937
"有了小朋友一直去的零食店，品种较多，各种类别都有，分门别类的摆放在架子上，拿取方便，一目了然。
每个人手拎着小篮子拿自己喜欢的零食，价格不贵，碰一碰更优惠，周末来这逛一圈超满足。小朋友春游或者自己解馋的宝藏地。",positive (stars 4 and 5),0.9937
在逛金地广场外围的时候看见的零食很忙，里面干净整洁，商品琳琅满目，散称的商品也多，物品摆放整齐一目了然，分区醒目，直蹦饮料区，零食也很诱人，挑挑拣拣总有你喜欢的款式购买，老少皆宜的零食店，小孩自己挑也起劲,positive (stars 4 and 5),0.9916
味道好极了，味道好极了，特别的香，特别的好吃店员小姐姐非常的可爱给我弟了，篮子买了很多很多好吃的，还特意关心我还给我吸管对然后还贴心地给我小票，然后买了有很多很多好吃的很多很多很多，下次这个店我还会光临的,positive (stars 4 and 5),0.9937
在团购中发现这家店超级便宜 去了之后才知道真的是性价比之王 小小的店内有好多好多零食 铃铛满目 看的我眼花缭乱 有网红爆品 还有经典国货 每次去都是满满一大袋子 结账的时候也没有太惊喜 价格都很平民 只是周末去的话 人会很多 需要排队 终于可以实现零食自由了 爽,positive (stars 4 and 5),0.9937
位置在金地广场，商场离地铁站很近，下午去的，人还蛮多的，价格整体来说都很实惠，有些比很多超市还便宜，性价比很高，品种也很多，各种面包零食饮料，一圈逛下来选了一口袋，也才五十左右，买单也很快，两下就装袋算好了，满意的一次购物.,positive (stars 4 and 5),0.9937
"环境：店里的商品种类非常多，饮料，小吃，辣条都有，摆放整齐。
口味：最近真的是太爱逛这种零食店了，尤其是和男朋友一起出去逛街，以及选择自己喜欢吃的零食，把它们带回家，真的是一件非常舒服的事情，很喜欢。",positive (stars 4 and 5),0.9937
"很多零食，有整包也有零称的，种类丰富多彩，摆放整齐，价格也很实惠，很对小朋友的口味，自己就拿着篮子进去选购了，买了一筐子的零食也才几十块钱，非常满足。丰俭由人各取所需，这样在家就不用抢零食了，各买各的。岁月安好。
性价比：划算。",positive (stars 4 and 5),0.9938
开在这个地段，又是有名的零食店，人气自然不低。品类很多，网红款和经典款都有，价格也基本比别家实惠。日期新鲜，包装严实，每月还有打折活动。只是每次去的时候，收银员都只有一位，实在和这客流量不匹配，付款要等段时间。,positive (stars 4 and 5),0.9858
"唯一美中不足的就是每个种类的样式 少了一些 
有很多称重的品类 挺难算价钱的 
希望饮料区的品类多一点 这个茉莉花茶简直太好太推荐了 还是无糖的 绝绝子 酸奶那边感觉价位有点高了 品类也比较少 [微笑]
还有零食区的薯片 巧克力 可以来多点品类",positive (stars 4 and 5),0.9882
性价比：里面零食超级多，你外面的商店都要便宜不少，性价比超高,positive (stars 4 and 5),0.9917
蓝鲸这家临港最大型商超可真是方便了周边的大学和居民，吃穿各方面都有，特别这家小零食店，有些东西比大型超市的都便宜，我们全家经常会去蓝鲸逛一圈，买买衣服吃个便饭，顺便到这家零食店买点小零食，真是非常便利。,positive (stars 4 and 5),0.9936
去蓝鲸吃个饭～～正好路过逛一圈～～零食种类还挺丰富～～价格相对还是挺划算～～注册新会员还可以优惠买代金券～～店里收银就看到一个～～结账需要排队等一会～～店里有包装产品也有散称哒食品～～瓜子那些还可以～～过年还有新年大包装一斤那种～～红色包装也挺喜庆～～,positive (stars 4 and 5),0.9919
"口味：都是好吃的分装零食，虽然份量小，选品很不错
环境：买着零食还听着代言人周杰伦的歌，零食很忙赢麻了，这家店在蓝鲸二楼，还是很新的
服务：就是人有点略多
性价比：虽然份量小，但几十块钱可以吃到很多种类",positive (stars 4 and 5),0.9913
'大木桥路上，新一家好想来零食乐园，方便了附近居民买零食了，快过年了，大家都进去买点节日礼品，和零食，里面货架上琳琅满目的食品，让人看了眼花缭乱，有送礼的盒子装，有散装的下小零食，尽热情帮忙价绍商品，服务也到为，店里也有小试吃食品，顾客都讲这家店开的好，方便买东西不的地方买东西了，服务态度好，环境也好，我给这家店好评。,positive (stars 4 and 5),0.9899
第一次走进好想来，我惊呆了！现在的小零食都这么便宜了吗！简直不敢相信自己的眼睛……是消费降级厉害，还是“家人们”把价格打下来了? 奥利奥，直接比超市便宜50%！可乐，雪碧，芬达，一块多……这是怎么做到的? 零食陈列井然有序……偶尔嘴馋买点真的不错,positive (stars 4 and 5),0.9889
这家店铺里明明看着很多，但是只开了一条收银，而且很多人都是买好多件小零食的，排队排的很长，让人觉得非常不开心，就是不开心。人明明有三个窗口就只开一个收银台。如果能够多开一点创新台就好了，好多人都在这里买好零食。,"negative (stars 1, 2 and 3)",0.8777
挺大的一家零食店，有些可以称斤卖,positive (stars 4 and 5),0.964
服务员服务质量太差了。小朋友要吃果冻，买了个大果冻，付好钱，很礼貌的询问有没有小勺子，问了4遍，收银员也不搭理人。我是觉得有没有有勺子，都是一嘴回答的事。店里也没有很多人，回答也不耽误她干活。气人差评。,"negative (stars 1, 2 and 3)",0.9942
每个月8号会员日可以打88折。,positive (stars 4 and 5),0.9483
类似和特卖性质的零食店，品质繁多，价格偏低，店员态度很好。,positive (stars 4 and 5),0.9886
"在店附近，挺方便的……想吃零食了就过来买啦…… 
价格实惠…… 里面品种挺多的…… 
就是水类的经常缺货……
其他倒还好……",positive (stars 4 and 5),0.9875
最近好想来新开的门店非常多，如雨后春笋般冒了出来，路过大木桥路就发现新开了一家好想来，新店开业的缘故还在疯狂补货中，门口堆的纸箱较多，里面货架上还有部分空缺，它们家东西挺多的而且价格比外面超市要便宜很多，很喜欢到它们家去淘点零食回家。,positive (stars 4 and 5),0.9937
这一家零食小吃的店铺，他们家的其他的店铺都开在非常遥远的乡下，什么粥铺啊之类的地方，实在是太遥远了，就这家还算是比较近的靠近市区啊，在靠近大木桥路附近的地方 交通还是很方便的，所以让人觉得比较舒适，不过唯一的问题就是人太多了，有钱人还是,positive (stars 4 and 5),0.9772
这家店在春节期间生意也很好啊，零食还是受欢迎，而且有些人一买就买很多，加上扫货物结账的机器好像不是很灵光，平均每人结账时间有点长。,positive (stars 4 and 5),0.988
零食很多哦，货源不断，也是比较便宜的,positive (stars 4 and 5),0.993
「乐事金桔味」「好想来超值芭乐青提果汁茶」「脆升升香脆薯条经典原味」正好路过口渴，随便买点吃吃，性价比超级好，生意真的很红火。,positive (stars 4 and 5),0.991
一毛钱的瑞幸咖啡液还是不错的，这里零食很多，但是店铺不多，基本都在比较远的地方。,positive (stars 4 and 5),0.9876
「盼盼鸡味块巧克力味」「白家陈记粉耗子川式甜辣味」「喜之郎美好时光海苔岩烧风味」随便买了点，都还不错，性价比很好,positive (stars 4 and 5),0.9917
新开的店铺，很明亮干净，商品品种多可以选择。,positive (stars 4 and 5),0.9914
大牌日抢到（好像也不用秒）的一毛钱浓缩瑞幸咖啡 可供兑换的店属实少 市区更少 取货这点不太满意 但是到店后兑换还是非常丝滑的 不过临近春节 晚上店内客人络绎不绝 但员工明显人手不足 店里陈列乱哄哄的 连门口都堆满了饮料,positive (stars 4 and 5),0.8879
"「盼盼鸡味块巧克力味」,巧克力?真好吃，吃完一包再一包",positive (stars 4 and 5),0.9889
店内玲琅满目的零食，可以小包装买。,positive (stars 4 and 5),0.9889
有点像好特卖，就是规模小点。压力给到来伊份,positive (stars 4 and 5),0.914
宝藏零食店！上海居然也有 环境干净货架整齐，明码标价无套路，性价比拉满，囤货闭眼冲！,positive (stars 4 and 5),0.9916
会员日打折不是所有商品打8折！活动就搞一天！这么不舍得么？能够便宜掉多少钱？,"negative (stars 1, 2 and 3)",0.8389
零食饮料乳品映入眼帘，品种全价格廉。,positive (stars 4 and 5),0.9902
小区门口新开的店。货架满满当当，网红款、经典零食、自有甄选系列都有，乐事限定口味、麻酱素毛肚、黑巧玉米片这些宝藏款性价比超高，几十块能拎一大袋。囤年货、日常解馋都超合适。门店就在路边很好找，逛起来超舒服,positive (stars 4 and 5),0.9938
现在貌似这种小零食店挺流行的，一窝蜂的在遍地开花，就是不知道能坚持多久。不可否认品种还是相当多的，但仔细看的话品质参差不齐，或许是对应各种消费群体吧。价格也算合理区间，但优势也并不明显。刚开没多久，人气也算可以，不过店内乱哄哄的，各种箱子还随处放在地上，很容易绊倒顾客。希望渐渐改进吧。,positive (stars 4 and 5),0.7395
这次体验特别差，完全踩雷！实物和描述相差甚远，质量粗糙有明显瑕疵，细节处理得特别敷衍。发货速度慢到离谱，物流信息也不更新，包装简陋还出现了破损。联系客服半天不回复，回复后也态度敷衍，完全,"negative (stars 1, 2 and 3)",0.9942
家附近终于有好想来了，对于小碳火的娃来说，进去就是买买买,positive (stars 4 and 5),0.9929
服务员服务质量太差了。小朋友要吃果冻，买了个大果冻，付好钱，很礼貌的询问有没有小勺子，问了4遍，收银员也不搭理人。我是觉得有没有有勺子，都是一嘴回答的事。店里也没有很多人，回答也不耽误她干活。气人差评。,"negative (stars 1, 2 and 3)",0.9942
"家附近大木桥路新开了家""好想来""零食超市。
今天顺路过去看了看，店堂还是蛮大蛮宽敞明亮的。
店里面有许多各种各样的零食，日期也是蛮新的。价格也是十分亲民，像桶装统一快餐面，只有3元6角一桶。
其它东西价格也是十分实惠的。
家门口的零食乐园，好想来。",positive (stars 4 and 5),0.9937
2026年1月8日第一天开业，每个月8日为会员日，可以打88折，店里黄色物价牌的商品不参加，店内水泄不通，购买热情高涨，3台收银机开足马力，购物篮都不够了，区别于好特卖，店里的商品都是新鲜日期的产品，并非临期，有熟知的品牌，也有模仿品牌的产品，买了一袋零食，才20多元，主打一个尝了好吃再回购，买错也不心疼,positive (stars 4 and 5),0.9513
"环境：距离4/12大木桥路站不远，公交挺多的。周边居民区，虽然同类型店不少，它是新开的。看了下，逢每月8 号8.8折扣。这就跟附近旁边食堂，零食店一样了。
东西是挺多的。然后新开的比较干净，看上去很舒适的购物环境。",positive (stars 4 and 5),0.9917
大木桥路上新开了一家好想来零食乐园，前几天看到还在装修，今天已经开张了！每个月8号是会员日，好像可以打折，店里非常整齐，干净，零食也非常多，基本上的格局和好特卖差不多，价格也很便宜，就是冰柜上的牛奶好像打折力度不大！品种还是蛮多的，今天开张有很多人都在选购，有空的时候可以去选一些零食。,positive (stars 4 and 5),0.9917
今天又过来买零食了，价格也不贵还是不错的,positive (stars 4 and 5),0.9926
新开的店，门面不大，零食品种很多，价钱便宜，不错,positive (stars 4 and 5),0.9937
好想来零食乐园真是个宝藏地儿！零食种类多得挑花眼，从怀旧小零嘴到进口大牌应有尽有，关键是价格亲民，比超市划算不少。店内干净整洁，分区清晰，逛起来很舒服。服务人员态度热情，常有试吃活动，体验感超棒。每次路过都忍不住进去淘点好吃的，是休闲购物的好去处，强烈推荐！,positive (stars 4 and 5),0.9938
小区附近开了一家好想来，好想来真的是平价零食宝藏店！品类超全，网红零食、经典款、饮料糕点一站式配齐，单颗也能称重超贴心，花几十块就能拎一大袋超划算。店内货架摆得整整齐齐，店员服务也很热情，每次来都能挖到好吃的，闭眼囤货不踩雷～,positive (stars 4 and 5),0.9938
"现在上海出现了好多的零食店，好想来也是其中之一吧。店里的零食品种非常多，价格也是蛮亲民的。
环境：好想来在市中心的店好像只有大木桥这家了，不算特别大，里面货架那是满满当当啊。
口味：各种各样的零食，感觉小朋友们一定特别喜欢?。
服务：类似于超市，自己选好了，收银台买单。
性价比：还是不错的。",positive (stars 4 and 5),0.9936
"环境：好想来零食乐园，有点像来一份，又有点像好特卖，哈哈[微笑]，不过目前市区只有在大木桥路的这家。临近新年，这家店生意很火爆，看到门口堆满了盒子，应该是在补充货品吧。
口味：dp大牌秒杀一角钱的咖啡??，店里优惠价2.9，还是蛮实惠的，喜欢??的可以冲。
服务：一开始可能很多店员忙着整理货架，收银台只有一个人，后来他看排队人多了，就又叫了一个小伙伴，还不错哦。",positive (stars 4 and 5),0.9919
大木桥路新开的，零食种类蛮多的，每个月8号还可以打88折。蛮划算的,positive (stars 4 and 5),0.9938
"路过一个零食店，里面全是小朋友

我好奇走进去看了几眼，好像真的蛮便宜。。

听装可乐一块八，比超市还便宜，性价比可以的。

回头想了想，感觉是用饮料做锚点，让大家先有个便宜的印象，然后靠称重零食来盈利。不知道猜的对不对。",positive (stars 4 and 5),0.9876
最近零食店一下子开了好多啊，家门口也有好想来了，这个月刚开的，就在大木桥路肯德基旁边。进去兜一圈，各种零食饮料泡面种类还是蛮多的，店员在不断补货，门口都堆满了箱子。每月8号会员日打折可能人会多一点，快放寒假了给小朋友买点零嘴还挺方便的。,positive (stars 4 and 5),0.9918
店面招牌在大木桥路上很醒目，距离地铁口步行5分钟，地理位置很好。店内照明舒适，零食饮料选择多样，日期新鲜，值得推荐。,positive (stars 4 and 5),0.9937
其他都很好，但是排队付钱的时候，看见收银员忙个不停，却连做一下的时间也没有，就觉得很没必要，收银员又要理货又要收银，跑来跑去，一上就是一天班，累了都不能休息，那坐一下总可以吧？结果那么大的收银台，一把椅子都没有,"negative (stars 1, 2 and 3)",0.7866
"天呐?家附近开了好想来零食，简直是天堂，进货进货[色]
品类齐全，价格也便宜，重点好吃又不贵！代言区、低卡区、速食区、散装区、饮品区、盲歌区等….超级全??
跟着?姐妹们各种买买买?好想来的魔力谁懂啊，逛完进货拎走一大袋，哦对[25打勾]每月的8号会员日还有活动哦[点赞]
咸蛋黄流心蛋酥?1",positive (stars 4 and 5),0.9891
"环境：家门口的零食店，店铺不大，物品也不是很全，有点杂乱；
口味：买了爱吃的面包、黄油薄饼、辣条等；
服务：服务员都在忙着摆放物品，自助购物吧；
性价比：价格都很便宜，小包装的比较多，一次可以吃到好多品类。",positive (stars 4 and 5),0.9324
终于开了一家离我近的零食店了，居然还是好想来，买零食真的是太太太方便啦！总体来说店面位置挺好找的，店面虽然不大，东西也比较齐全，而且摆放的很整齐，想吃什么一眼就能找得到，它家零食像薯片还有巧克力都是比较便宜滴，其它有些称重的还是偏贵的[愉快],positive (stars 4 and 5),0.9937
"天呐?家附近开了好想来零食，简直是天堂，进货进货[色]
品类齐全，价格也便宜，重点好吃又不贵！代言区、低卡区、速食区、散装区、饮品区、盲歌区等….超级全??
跟着?姐妹们各种买买买?好想来的魔力谁懂啊，逛完进货拎走一大袋，哦对[25打勾]每月的8号会员日还有活动哦[点赞]
咸蛋黄流心蛋酥?1.05
我宣布，这是世界坠好吃的流心蛋酥！
芝士味的也很好吃～
巧克力绵绵豆?3.9
里面居然是棉花糖！！外面是黑巧
这个组合怎么可能不好吃！！",positive (stars 4 and 5),0.985
"环境：家门口的零食店，店铺不大，物品也不是很全，有点杂乱；
口味：买了爱吃的面包、黄油薄饼、辣条等；
服务：服务员都在忙着摆放物品，自助购物吧；
性价比：价格都很便宜，小包装的比较多，一次可以吃到好多品类。",positive (stars 4 and 5),0.9324
终于开了一家离我近的零食店了，居然还是好想来，买零食真的是太太太方便啦！总体来说店面位置挺好找的，店面虽然不大，东西也比较齐全，而且摆放的很整齐，想吃什么一眼就能找得到，它家零食像薯片还有巧克力都是比较便宜滴，其它有些称重的还是偏贵的[愉快],positive (stars 4 and 5),0.9937
"口味：零食口味很多，选择也很多，各类零食种类也是很齐全，还不错。
环境：店铺环境一般，有点乱糟糟的。
服务：也没什么服务吧，收银小姐姐还算热情。
性价比：性价比还可以吧，零食饮料有些还是很便宜的。",positive (stars 4 and 5),0.9873
"这边新开的店，正好路过进来转转。
标签清晰，有些称重的还会写清楚一斤大概有多少个。
零食种类很多几乎市面上有的零食这里都有，价格相对便宜，还有生活用品，个人感觉，生活用品价格不是很便宜。
里面写了会员日还有折扣。标签价格上再打88折那就划算了。",positive (stars 4 and 5),0.9891
新开的零食店，很大，琳琅满目，但东西都不怎么对我胃口,"negative (stars 1, 2 and 3)",0.6027
"零食种类是多的，但想吃的不多，也不知道什么原因。
价格也算是实惠
店员收银速度非常非常非常慢，手速已经很慢了，工作过程中还要和顾客争辩。顾客拿了整盒的零食，非要拆开计价，顾客不让拆开，因为要送人，然后就开始辩论起来，就这样的营业态度，估计活不长?","negative (stars 1, 2 and 3)",0.8795
11:00打烊，10:59到门口了，还不让进。离了个大普,"negative (stars 1, 2 and 3)",0.8272
"晚上看到路边新开了一家好想来零食店，就想着去逛逛，里面零食应有尽有！薯片，面包，饼干，辣条，干果什么的！都还可以！物品也是摆放整齐有序！价格总体来说还可以！中规中矩吧！
??排队：我是下午去的，没有排队情况！",positive (stars 4 and 5),0.9877
家附近开了一个零食店，店面还挺大的，到里面逛了一下，里面零食种类蛮多的，挑了一点零食，还有饮料，比较喜欢他家的蟹棒味道很不错，￥1.5一根，性价比的话，有些东西挺便宜的，有些东西就正常价，总体来说还是可以的,positive (stars 4 and 5),0.9936
沪太路延长西路原来文峰的位置新开了一家零食店，今天路过进去逛了一圈，里面各种各样的东西，有点心，零食，饮料，我甚至在冰柜里看到了宾得瑞的香蕉牛奶，随便挑选了点零食，这种店就适合我这样啥都想吃，又吃不多的人。,positive (stars 4 and 5),0.9876
品类很丰富，过新年零食买的很爽。,positive (stars 4 and 5),0.9937
店面很大，干净整洁，各种零食种类很多。,positive (stars 4 and 5),0.9937
里面的品种很多，价格也不是很贵，蛮好吃的。,positive (stars 4 and 5),0.9937
品类超全，零食、饮品、烘焙、日用一站式购齐，老人爱吃的坚果、孩子馋的小点心、大人解腻的饮品全都有。价格亲民性价比拉满，会员日还有折扣福利，花钱少幸福感超足。货品摆放整齐，日期新鲜放心买，店员服务贴心，逛着舒心买着省心，已经成了全家日常囤货首选店，回购N次不踩雷！,positive (stars 4 and 5),0.9938
"位于延长路沪太路路口，新开了一家零食店！哈哈哈哈哈，高低要去消费一下喔！
好想来定位于中高档品牌，其产品主要集中在中高档价位区间，瞄准中高端市场。品牌以量贩零食为主，注重丰富的产品选择和新颖的购物体验，主要吸引家庭消费者及零食爱好者。
好想来脆肉铺：脆脆的肉铺，甜咸适中，像薯片一样，越吃越上瘾。好想来风吃海带：大包装辣味海带，辣味十足，是辣味爱好者的首选。",positive (stars 4 and 5),0.9915
鑫耀光环一期田林路叠彩路交叉口原来的餐饮店倒闭了，新开了这家好想来零食连锁店，据说开业当天还请了明星来做宣传，整个店铺很大，零食品种挺多的，还有饮料、冷饮以及各类速食产品可供选择，价格不贵，团购的话性价比更高，比来伊份要便宜不少。,positive (stars 4 and 5),0.9937
马上要过年。准备在家里备点零食。听说这边新开了一个好想来。就特地过来买。交通非常的方便。15号线桂林公园出来走一点点。这个店里面的东西挺多。看的我都是琳琅满目，眼花缭乱。选了一点年纪大，喜欢吃的点心。,positive (stars 4 and 5),0.9937
"零食专场，一直在零食很忙里面买吃的，听朋友说好想来吃的更好，走之前吃了一碗面，进去啥也不想买了，哈哈，
性价比：还可以，摆放也整齐，但是总感觉没有零食好忙里面的好，也许吃了面吃多了吧，
服务：
口味：买了几个酸奶，就出来了，",positive (stars 4 and 5),0.9877
